用户标识,业务类型,主叫时长（分）,被叫时长（分）,免费流量,计费流量,月均上网时长（分）,入网时长（天）,最近一次缴费金额（元）,总缴费金额(元),缴费次数,余额,是否潜在合约用户
61438,4G,129.0,115.0,396.0,30.0,161.0,171.0,95.0,505.0,8.0,12.0,1
66981,2G,85.0,83.0,386.0,12.0,31.0,207.0,58.0,437.0,10.0,77.0,0
64715,3G,85.0,103.0,385.0,29.0,69.0,146.0,45.0,414.0,11.0,56.0,0
62877,3G,101.0,97.0,383.0,14.0,82.0,212.0,67.0,467.0,4.0,55.0,0
64772,3G,84.0,74.0,414.0,59.0,81.0,199.0,96.0,773.0,10.0,64.0,1
66144,2G,88.0,89.0,377.0,7.0,117.0,123.0,53.0,505.0,6.0,77.0,0
66133,4G,126.0,78.0,406.0,119.0,94.0,190.0,53.0,682.0,7.0,104.0,1
67784,3G,92.0,128.0,399.0,0.0,136.0,233.0,39.0,597.0,5.0,54.0,1
66044,2G,77.0,66.0,378.0,20.0,98.0,190.0,44.0,417.0,8.0,38.0,0
63951,3G,72.0,113.0,414.0,9.0,157.0,200.0,83.0,603.0,12.0,66.0,1
66627,3G,111.0,101.0,376.0,44.0,90.0,159.0,25.0,498.0,11.0,82.0,0
62456,4G,96.0,104.0,401.0,63.0,123.0,103.0,42.0,628.0,4.0,84.0,1
66728,4G,69.0,92.0,414.0,113.0,145.0,201.0,16.0,809.0,5.0,51.0,1
66978,3G,53.0,72.0,399.0,15.0,167.0,194.0,39.0,456.0,3.0,34.0,1
65497,4G,97.0,83.0,386.0,14.0,60.0,120.0,59.0,455.0,7.0,52.0,0
60008,3G,120.0,87.0,409.0,46.0,95.0,244.0,19.0,402.0,14.0,52.0,1
61552,2G,99.0,114.0,385.0,0.0,88.0,210.0,78.0,463.0,4.0,60.0,0
68813,4G,91.0,110.0,414.0,0.0,91.0,108.0,68.0,597.0,13.0,73.0,1
65958,2G,76.0,79.0,368.0,0.0,53.0,211.0,77.0,538.0,11.0,47.0,0
60489,2G,107.0,82.0,374.0,18.0,65.0,137.0,84.0,530.0,4.0,75.0,0
67815,3G,103.0,85.0,386.0,15.0,92.0,205.0,69.0,437.0,9.0,63.0,0
64988,3G,74.0,76.0,377.0,18.0,70.0,201.0,68.0,422.0,8.0,75.0,0
64415,3G,88.0,91.0,372.0,3.0,61.0,175.0,71.0,471.0,5.0,37.0,0
64201,2G,68.0,63.0,392.0,4.0,68.0,180.0,83.0,545.0,8.0,67.0,0
69333,4G,93.0,70.0,405.0,10.0,76.0,224.0,77.0,498.0,6.0,52.0,1
62085,2G,115.0,114.0,380.0,22.0,87.0,176.0,67.0,461.0,10.0,74.0,0
67030,2G,90.0,90.0,384.0,34.0,85.0,141.0,54.0,555.0,12.0,15.0,0
69880,2G,96.0,92.0,376.0,26.0,65.0,220.0,45.0,348.0,13.0,75.0,0
67753,4G,100.0,97.0,390.0,56.0,180.0,195.0,82.0,430.0,9.0,61.0,1
64887,2G,80.0,91.0,373.0,9.0,70.0,197.0,37.0,313.0,5.0,46.0,0
68434,2G,81.0,104.0,373.0,0.0,90.0,167.0,87.0,360.0,9.0,62.0,0
62010,3G,109.0,125.0,395.0,68.0,160.0,95.0,50.0,481.0,12.0,53.0,1
65567,4G,94.0,94.0,372.0,0.0,73.0,180.0,84.0,644.0,4.0,42.0,0
68746,4G,107.0,100.0,383.0,43.0,89.0,238.0,69.0,432.0,13.0,45.0,0
65105,3G,88.0,88.0,384.0,57.0,118.0,185.0,134.0,522.0,11.0,57.0,1
68692,4G,126.0,123.0,397.0,83.0,101.0,198.0,100.0,329.0,9.0,41.0,1
60976,4G,83.0,72.0,382.0,23.0,87.0,128.0,53.0,515.0,7.0,84.0,0
61180,3G,109.0,84.0,371.0,6.0,99.0,203.0,53.0,430.0,12.0,67.0,0
69160,3G,106.0,76.0,380.0,0.0,97.0,171.0,48.0,488.0,10.0,40.0,0
64742,4G,85.0,78.0,379.0,2.0,82.0,174.0,100.0,468.0,9.0,65.0,0
63302,4G,78.0,105.0,406.0,23.0,115.0,254.0,65.0,573.0,12.0,13.0,1
67185,3G,60.0,99.0,386.0,52.0,111.0,223.0,114.0,570.0,10.0,60.0,1
69272,2G,88.0,69.0,390.0,0.0,65.0,227.0,49.0,534.0,10.0,65.0,0
68566,4G,76.0,91.0,384.0,16.0,87.0,181.0,58.0,611.0,5.0,51.0,0
66529,3G,144.0,78.0,391.0,39.0,86.0,164.0,58.0,443.0,7.0,75.0,1
63260,4G,87.0,133.0,400.0,27.0,157.0,155.0,0.0,583.0,6.0,68.0,1
65136,3G,93.0,106.0,376.0,25.0,73.0,191.0,77.0,464.0,11.0,52.0,0
69779,4G,61.0,105.0,402.0,40.0,140.0,183.0,40.0,392.0,5.0,12.0,1
69200,4G,83.0,82.0,407.0,0.0,86.0,153.0,54.0,692.0,7.0,22.0,1
68784,3G,70.0,101.0,392.0,29.0,130.0,229.0,76.0,317.0,12.0,14.0,1
68509,3G,133.0,107.0,391.0,144.0,138.0,195.0,79.0,533.0,11.0,63.0,1
69623,3G,59.0,103.0,384.0,42.0,77.0,196.0,78.0,592.0,6.0,52.0,0
60933,4G,116.0,101.0,409.0,1.0,105.0,145.0,21.0,512.0,2.0,74.0,1
66347,4G,104.0,122.0,399.0,63.0,93.0,222.0,82.0,351.0,15.0,80.0,1
61614,4G,82.0,66.0,371.0,11.0,102.0,198.0,35.0,505.0,10.0,74.0,0
68024,4G,81.0,98.0,388.0,27.0,88.0,220.0,47.0,637.0,8.0,92.0,0
65907,3G,91.0,103.0,379.0,23.0,85.0,174.0,61.0,375.0,7.0,77.0,0
67735,4G,71.0,133.0,389.0,0.0,115.0,256.0,50.0,533.0,9.0,75.0,1
62012,4G,98.0,120.0,376.0,37.0,122.0,127.0,44.0,683.0,13.0,86.0,1
65262,3G,102.0,101.0,409.0,111.0,58.0,226.0,70.0,573.0,14.0,87.0,1
67404,3G,114.0,112.0,386.0,0.0,87.0,129.0,14.0,428.0,7.0,89.0,1
60074,4G,118.0,103.0,379.0,141.0,99.0,186.0,57.0,359.0,10.0,86.0,1
63237,3G,94.0,100.0,382.0,18.0,99.0,163.0,56.0,429.0,13.0,43.0,0
64288,4G,91.0,69.0,370.0,11.0,88.0,186.0,69.0,302.0,11.0,59.0,0
64255,2G,87.0,129.0,393.0,15.0,98.0,188.0,61.0,538.0,8.0,77.0,0
60775,4G,99.0,58.0,399.0,59.0,149.0,253.0,16.0,525.0,9.0,35.0,1
66818,3G,98.0,88.0,379.0,11.0,97.0,217.0,28.0,365.0,12.0,75.0,0
67994,2G,70.0,96.0,377.0,0.0,86.0,184.0,42.0,492.0,14.0,78.0,0
60238,3G,99.0,129.0,407.0,18.0,92.0,143.0,40.0,671.0,11.0,71.0,1
61301,4G,106.0,98.0,395.0,37.0,80.0,168.0,68.0,633.0,5.0,70.0,0
69943,4G,143.0,130.0,402.0,10.0,125.0,139.0,74.0,477.0,5.0,58.0,1
63959,3G,96.0,105.0,377.0,8.0,58.0,204.0,47.0,455.0,8.0,81.0,0
61721,4G,130.0,79.0,398.0,29.0,190.0,210.0,16.0,472.0,15.0,51.0,1
63249,4G,107.0,97.0,382.0,53.0,71.0,178.0,45.0,592.0,9.0,94.0,0
66533,4G,110.0,62.0,394.0,0.0,101.0,217.0,35.0,620.0,10.0,41.0,1
63257,4G,95.0,91.0,390.0,110.0,90.0,174.0,13.0,595.0,10.0,106.0,1
68347,4G,90.0,107.0,417.0,0.0,125.0,206.0,77.0,504.0,14.0,61.0,1
66351,4G,110.0,62.0,403.0,0.0,128.0,206.0,40.0,577.0,9.0,64.0,1
65375,3G,84.0,76.0,367.0,41.0,65.0,186.0,78.0,402.0,12.0,42.0,0
60190,4G,106.0,126.0,379.0,89.0,151.0,167.0,36.0,469.0,14.0,76.0,1
62263,3G,122.0,58.0,397.0,94.0,116.0,171.0,20.0,474.0,7.0,84.0,1
67530,4G,101.0,97.0,398.0,91.0,183.0,218.0,48.0,335.0,12.0,32.0,1
60922,4G,95.0,80.0,389.0,12.0,67.0,235.0,64.0,608.0,10.0,70.0,0
69593,4G,86.0,110.0,387.0,0.0,106.0,181.0,54.0,352.0,10.0,52.0,0
62522,4G,91.0,67.0,381.0,16.0,90.0,244.0,57.0,437.0,11.0,59.0,0
61667,4G,101.0,97.0,375.0,15.0,123.0,239.0,59.0,480.0,7.0,60.0,1
67971,2G,122.0,99.0,377.0,16.0,101.0,212.0,64.0,570.0,9.0,53.0,0
68412,4G,80.0,102.0,380.0,124.0,127.0,227.0,26.0,494.0,12.0,35.0,1
65999,3G,86.0,103.0,392.0,87.0,148.0,149.0,88.0,361.0,5.0,60.0,1
68094,3G,89.0,94.0,373.0,45.0,71.0,229.0,39.0,571.0,11.0,48.0,0
62505,4G,84.0,126.0,397.0,28.0,87.0,163.0,18.0,337.0,6.0,83.0,1
66364,4G,75.0,102.0,406.0,125.0,85.0,220.0,27.0,625.0,11.0,36.0,1
63477,3G,73.0,114.0,393.0,4.0,108.0,156.0,38.0,274.0,13.0,55.0,1
68131,4G,77.0,106.0,390.0,12.0,92.0,149.0,43.0,685.0,9.0,75.0,0
68453,4G,98.0,91.0,382.0,9.0,92.0,150.0,58.0,579.0,5.0,49.0,0
64527,4G,78.0,99.0,391.0,119.0,111.0,221.0,65.0,554.0,7.0,4.0,1
65880,4G,108.0,77.0,364.0,17.0,78.0,196.0,52.0,549.0,9.0,94.0,0
64187,3G,90.0,76.0,365.0,39.0,70.0,159.0,58.0,595.0,9.0,65.0,0
65120,2G,87.0,105.0,401.0,4.0,82.0,217.0,57.0,409.0,9.0,66.0,0
67523,4G,88.0,91.0,374.0,0.0,96.0,143.0,55.0,439.0,12.0,58.0,0
62382,3G,96.0,97.0,389.0,67.0,72.0,163.0,53.0,384.0,14.0,20.0,1
63165,4G,97.0,104.0,394.0,0.0,138.0,153.0,95.0,686.0,13.0,60.0,1
66005,4G,91.0,89.0,369.0,30.0,56.0,164.0,47.0,464.0,10.0,83.0,0
60019,4G,87.0,115.0,384.0,45.0,92.0,174.0,31.0,407.0,5.0,0.0,1
63755,2G,97.0,87.0,371.0,9.0,61.0,149.0,43.0,417.0,12.0,73.0,0
64618,4G,101.0,103.0,370.0,26.0,80.0,141.0,81.0,362.0,8.0,80.0,0
62667,3G,81.0,168.0,399.0,7.0,109.0,228.0,61.0,541.0,7.0,23.0,1
60801,2G,115.0,79.0,390.0,21.0,69.0,156.0,50.0,382.0,10.0,55.0,0
68441,3G,84.0,80.0,385.0,56.0,82.0,137.0,45.0,461.0,13.0,87.0,1
61177,2G,109.0,90.0,367.0,0.0,82.0,176.0,61.0,528.0,10.0,65.0,0
69952,4G,87.0,106.0,382.0,0.0,88.0,172.0,46.0,602.0,9.0,81.0,0
64032,4G,108.0,90.0,389.0,0.0,73.0,167.0,55.0,636.0,9.0,61.0,0
62966,2G,107.0,80.0,387.0,15.0,67.0,163.0,69.0,387.0,13.0,56.0,0
61357,3G,127.0,106.0,398.0,20.0,147.0,202.0,105.0,652.0,11.0,88.0,1
63735,4G,90.0,63.0,374.0,13.0,97.0,189.0,30.0,603.0,9.0,77.0,0
60097,3G,117.0,94.0,387.0,27.0,80.0,162.0,64.0,599.0,5.0,19.0,1
64447,4G,69.0,106.0,373.0,35.0,59.0,178.0,91.0,563.0,10.0,50.0,0
65007,4G,71.0,93.0,366.0,14.0,68.0,189.0,59.0,442.0,11.0,74.0,0
63298,3G,114.0,91.0,376.0,18.0,96.0,134.0,70.0,440.0,9.0,60.0,0
61790,3G,138.0,104.0,384.0,0.0,140.0,127.0,95.0,652.0,12.0,42.0,1
63627,3G,100.0,85.0,405.0,0.0,170.0,280.0,35.0,609.0,8.0,66.0,1
64525,4G,61.0,119.0,387.0,102.0,126.0,166.0,80.0,319.0,6.0,42.0,1
62782,3G,59.0,87.0,363.0,21.0,57.0,211.0,77.0,446.0,8.0,59.0,0
68057,4G,94.0,97.0,388.0,24.0,72.0,189.0,91.0,470.0,6.0,43.0,0
62405,4G,112.0,46.0,394.0,116.0,128.0,137.0,21.0,494.0,8.0,61.0,1
66456,4G,97.0,96.0,381.0,17.0,93.0,178.0,50.0,481.0,11.0,60.0,0
69109,4G,116.0,111.0,413.0,9.0,91.0,192.0,84.0,607.0,10.0,81.0,1
61777,2G,111.0,56.0,376.0,28.0,75.0,206.0,56.0,473.0,4.0,54.0,0
63339,3G,96.0,135.0,391.0,64.0,134.0,150.0,18.0,634.0,13.0,82.0,1
65099,2G,109.0,71.0,387.0,50.0,81.0,211.0,57.0,536.0,9.0,54.0,0
65202,4G,123.0,93.0,399.0,0.0,112.0,177.0,53.0,525.0,2.0,15.0,1
67954,4G,84.0,101.0,377.0,0.0,87.0,212.0,54.0,439.0,13.0,65.0,0
63647,2G,106.0,72.0,366.0,21.0,70.0,193.0,77.0,434.0,3.0,58.0,0
63791,4G,69.0,77.0,371.0,0.0,77.0,232.0,56.0,453.0,8.0,53.0,0
61264,4G,106.0,49.0,402.0,92.0,140.0,191.0,62.0,579.0,8.0,31.0,1
62706,4G,127.0,75.0,394.0,83.0,117.0,202.0,56.0,354.0,2.0,54.0,1
69229,4G,105.0,105.0,400.0,0.0,88.0,177.0,3.0,680.0,6.0,40.0,1
65019,3G,104.0,92.0,404.0,70.0,100.0,234.0,103.0,515.0,7.0,80.0,1
65576,2G,99.0,87.0,376.0,43.0,47.0,152.0,57.0,392.0,9.0,53.0,0
61295,2G,90.0,74.0,381.0,5.0,73.0,157.0,60.0,580.0,10.0,48.0,0
67204,3G,98.0,81.0,398.0,58.0,157.0,96.0,89.0,248.0,14.0,30.0,1
68861,3G,128.0,78.0,402.0,0.0,68.0,251.0,51.0,397.0,7.0,20.0,1
62684,3G,94.0,99.0,401.0,68.0,111.0,185.0,4.0,370.0,9.0,0.0,1
60187,3G,102.0,129.0,402.0,46.0,138.0,150.0,0.0,395.0,8.0,30.0,1
63453,4G,86.0,101.0,380.0,33.0,88.0,112.0,88.0,436.0,8.0,72.0,0
61486,3G,80.0,89.0,415.0,110.0,85.0,234.0,46.0,425.0,11.0,103.0,1
66056,4G,135.0,95.0,398.0,133.0,158.0,242.0,97.0,592.0,8.0,58.0,1
64905,3G,139.0,95.0,389.0,13.0,156.0,173.0,44.0,496.0,12.0,16.0,1
65830,2G,94.0,114.0,388.0,32.0,64.0,166.0,49.0,324.0,12.0,38.0,0
64633,3G,100.0,89.0,403.0,73.0,126.0,226.0,35.0,324.0,3.0,44.0,1
64239,3G,97.0,112.0,366.0,0.0,77.0,145.0,48.0,362.0,8.0,59.0,0
69903,3G,107.0,98.0,425.0,50.0,119.0,179.0,34.0,383.0,10.0,98.0,1
62146,3G,83.0,120.0,380.0,6.0,95.0,127.0,32.0,506.0,6.0,72.0,1
65420,3G,114.0,103.0,400.0,62.0,127.0,174.0,7.0,767.0,7.0,24.0,1
62205,3G,128.0,123.0,398.0,0.0,69.0,156.0,50.0,576.0,6.0,100.0,1
60126,3G,92.0,61.0,402.0,141.0,117.0,253.0,65.0,336.0,10.0,45.0,1
60471,3G,97.0,121.0,369.0,0.0,79.0,232.0,70.0,545.0,12.0,69.0,0
61948,3G,78.0,110.0,391.0,24.0,138.0,174.0,0.0,533.0,7.0,76.0,1
65629,4G,75.0,88.0,399.0,15.0,90.0,157.0,70.0,605.0,10.0,57.0,0
62835,2G,90.0,89.0,373.0,0.0,89.0,144.0,49.0,572.0,9.0,49.0,0
63400,2G,88.0,105.0,385.0,11.0,69.0,201.0,54.0,535.0,7.0,59.0,0
69960,3G,131.0,113.0,405.0,56.0,56.0,177.0,43.0,426.0,9.0,47.0,1
67738,3G,120.0,157.0,399.0,106.0,84.0,213.0,28.0,478.0,10.0,9.0,1
61707,4G,113.0,45.0,382.0,31.0,117.0,194.0,17.0,697.0,10.0,52.0,1
66855,3G,78.0,86.0,385.0,6.0,78.0,221.0,65.0,444.0,10.0,111.0,0
64736,3G,101.0,87.0,409.0,20.0,135.0,236.0,35.0,501.0,10.0,0.0,1
64598,4G,91.0,82.0,373.0,9.0,89.0,240.0,68.0,397.0,7.0,36.0,0
67226,3G,93.0,94.0,381.0,30.0,94.0,180.0,52.0,501.0,6.0,45.0,0
67577,4G,84.0,136.0,409.0,-0.0,135.0,260.0,56.0,472.0,10.0,52.0,1
60581,2G,70.0,100.0,367.0,21.0,57.0,182.0,70.0,641.0,6.0,72.0,0
67667,3G,114.0,97.0,412.0,0.0,159.0,171.0,53.0,641.0,9.0,18.0,1
69020,3G,95.0,103.0,393.0,28.0,80.0,204.0,41.0,420.0,10.0,57.0,0
69551,3G,104.0,106.0,371.0,14.0,114.0,210.0,47.0,479.0,11.0,53.0,0
69134,3G,66.0,85.0,367.0,15.0,56.0,167.0,41.0,411.0,10.0,64.0,0
60728,4G,63.0,124.0,387.0,61.0,124.0,228.0,79.0,589.0,6.0,67.0,1
68290,4G,120.0,100.0,392.0,7.0,67.0,164.0,53.0,469.0,6.0,51.0,0
65462,2G,87.0,107.0,387.0,26.0,77.0,175.0,84.0,594.0,8.0,50.0,0
69024,3G,92.0,77.0,364.0,23.0,56.0,165.0,51.0,529.0,6.0,86.0,0
61089,2G,68.0,89.0,366.0,14.0,74.0,230.0,74.0,478.0,10.0,37.0,0
65732,2G,86.0,85.0,384.0,23.0,70.0,193.0,52.0,552.0,5.0,52.0,0
67521,3G,100.0,83.0,383.0,20.0,106.0,153.0,55.0,489.0,11.0,63.0,0
66248,4G,115.0,82.0,393.0,2.0,71.0,169.0,78.0,606.0,12.0,46.0,0
60234,2G,76.0,74.0,380.0,11.0,60.0,200.0,20.0,468.0,9.0,76.0,0
65106,3G,85.0,97.0,393.0,21.0,84.0,206.0,88.0,352.0,8.0,39.0,0
66265,4G,88.0,63.0,376.0,36.0,84.0,184.0,52.0,316.0,5.0,75.0,0
69936,3G,95.0,74.0,374.0,10.0,101.0,195.0,88.0,439.0,10.0,51.0,0
68601,3G,128.0,120.0,405.0,28.0,204.0,212.0,113.0,216.0,5.0,50.0,1
69571,2G,108.0,83.0,377.0,47.0,96.0,230.0,51.0,595.0,7.0,67.0,0
61823,3G,124.0,100.0,416.0,0.0,67.0,199.0,43.0,381.0,11.0,49.0,1
68516,2G,97.0,111.0,379.0,45.0,109.0,158.0,38.0,491.0,8.0,32.0,0
66743,4G,124.0,113.0,405.0,72.0,94.0,107.0,74.0,445.0,8.0,39.0,1
68299,4G,82.0,101.0,364.0,31.0,64.0,235.0,66.0,564.0,8.0,52.0,0
67211,3G,99.0,63.0,388.0,133.0,85.0,168.0,33.0,434.0,6.0,58.0,1
61213,3G,157.0,104.0,416.0,96.0,117.0,179.0,55.0,545.0,3.0,50.0,1
69707,4G,137.0,56.0,392.0,66.0,166.0,161.0,28.0,545.0,6.0,57.0,1
62921,4G,106.0,78.0,419.0,6.0,83.0,178.0,48.0,480.0,6.0,0.0,1
61771,2G,89.0,92.0,386.0,0.0,86.0,218.0,73.0,387.0,5.0,47.0,0
60427,2G,85.0,119.0,393.0,24.0,115.0,185.0,59.0,524.0,8.0,85.0,0
67509,4G,86.0,55.0,378.0,39.0,81.0,191.0,86.0,518.0,12.0,73.0,0
62597,4G,144.0,127.0,397.0,163.0,121.0,220.0,94.0,620.0,8.0,21.0,1
68410,2G,119.0,87.0,372.0,39.0,88.0,170.0,70.0,488.0,12.0,64.0,0
66363,4G,92.0,93.0,378.0,22.0,92.0,158.0,86.0,610.0,11.0,56.0,0
60838,3G,119.0,88.0,394.0,140.0,146.0,286.0,63.0,550.0,10.0,62.0,1
69945,4G,115.0,99.0,421.0,68.0,161.0,181.0,9.0,535.0,4.0,5.0,1
65354,3G,95.0,116.0,391.0,100.0,150.0,184.0,49.0,498.0,-0.0,94.0,1
67005,4G,108.0,93.0,385.0,28.0,90.0,153.0,44.0,548.0,14.0,61.0,0
64648,4G,132.0,112.0,396.0,43.0,100.0,103.0,0.0,471.0,7.0,45.0,1
69240,2G,104.0,106.0,375.0,6.0,64.0,222.0,64.0,281.0,9.0,53.0,0
68258,3G,100.0,85.0,372.0,40.0,51.0,137.0,47.0,591.0,9.0,82.0,0
67199,2G,72.0,100.0,371.0,0.0,68.0,166.0,50.0,462.0,8.0,82.0,0
67119,4G,123.0,114.0,392.0,41.0,173.0,200.0,42.0,707.0,9.0,46.0,1
62893,3G,53.0,108.0,403.0,90.0,66.0,169.0,73.0,500.0,5.0,49.0,1
68633,4G,96.0,88.0,380.0,42.0,66.0,164.0,35.0,590.0,10.0,64.0,0
68490,4G,78.0,62.0,371.0,19.0,79.0,183.0,57.0,378.0,6.0,78.0,0
68951,4G,105.0,96.0,381.0,21.0,97.0,204.0,39.0,392.0,4.0,60.0,0
67244,4G,80.0,99.0,405.0,0.0,113.0,199.0,29.0,654.0,4.0,22.0,1
68128,4G,111.0,108.0,382.0,9.0,71.0,206.0,66.0,497.0,11.0,84.0,0
69115,2G,93.0,99.0,370.0,10.0,84.0,169.0,58.0,571.0,8.0,85.0,0
63466,2G,70.0,78.0,385.0,21.0,90.0,241.0,78.0,421.0,8.0,67.0,0
65102,3G,101.0,72.0,386.0,12.0,57.0,187.0,65.0,508.0,4.0,78.0,0
67335,4G,92.0,82.0,371.0,22.0,61.0,213.0,59.0,627.0,8.0,40.0,0
61571,2G,101.0,91.0,378.0,29.0,77.0,169.0,53.0,462.0,5.0,73.0,0
68829,3G,84.0,78.0,413.0,0.0,72.0,223.0,27.0,508.0,8.0,65.0,1
68865,4G,87.0,68.0,372.0,32.0,87.0,189.0,50.0,561.0,11.0,46.0,0
66762,4G,131.0,123.0,381.0,0.0,123.0,133.0,73.0,450.0,12.0,5.0,1
62772,4G,110.0,100.0,363.0,29.0,68.0,154.0,73.0,445.0,10.0,79.0,0
68116,4G,94.0,129.0,401.0,89.0,141.0,172.0,18.0,695.0,6.0,36.0,1
62946,4G,99.0,57.0,374.0,22.0,73.0,170.0,99.0,432.0,7.0,63.0,0
62397,2G,92.0,96.0,383.0,25.0,71.0,200.0,40.0,397.0,6.0,44.0,0
69861,4G,110.0,109.0,382.0,41.0,75.0,229.0,38.0,497.0,6.0,55.0,0
60321,3G,83.0,85.0,389.0,17.0,82.0,156.0,59.0,617.0,7.0,59.0,0
66911,4G,135.0,98.0,409.0,47.0,162.0,201.0,83.0,524.0,10.0,66.0,1
66853,4G,73.0,81.0,379.0,44.0,77.0,211.0,72.0,413.0,11.0,49.0,0
64468,2G,90.0,97.0,387.0,-0.0,72.0,169.0,74.0,410.0,7.0,46.0,0
65494,4G,60.0,101.0,377.0,43.0,80.0,165.0,56.0,578.0,7.0,54.0,0
66338,2G,91.0,110.0,394.0,39.0,105.0,227.0,43.0,412.0,9.0,79.0,0
61311,4G,100.0,86.0,368.0,17.0,78.0,213.0,70.0,602.0,10.0,74.0,0
61988,3G,105.0,100.0,374.0,96.0,142.0,192.0,34.0,559.0,13.0,78.0,1
67619,3G,83.0,106.0,377.0,59.0,96.0,162.0,52.0,404.0,6.0,40.0,0
66219,3G,96.0,77.0,372.0,20.0,101.0,232.0,51.0,597.0,6.0,59.0,0
61497,2G,83.0,100.0,386.0,19.0,75.0,143.0,80.0,529.0,5.0,45.0,0
60453,3G,87.0,111.0,409.0,73.0,99.0,101.0,70.0,336.0,7.0,13.0,1
69149,2G,77.0,102.0,383.0,44.0,66.0,166.0,60.0,563.0,4.0,54.0,0
69596,3G,86.0,77.0,385.0,39.0,79.0,237.0,68.0,520.0,10.0,73.0,0
64058,4G,112.0,96.0,385.0,8.0,98.0,200.0,77.0,571.0,7.0,44.0,0
67907,4G,89.0,91.0,377.0,2.0,65.0,173.0,84.0,622.0,12.0,72.0,0
67078,4G,81.0,93.0,424.0,47.0,130.0,174.0,100.0,622.0,7.0,51.0,1
60037,3G,114.0,90.0,422.0,94.0,139.0,187.0,21.0,656.0,11.0,80.0,1
64604,4G,143.0,105.0,393.0,78.0,113.0,213.0,44.0,403.0,13.0,44.0,1
69747,3G,84.0,104.0,386.0,14.0,47.0,133.0,46.0,454.0,10.0,69.0,0
65013,3G,78.0,90.0,367.0,100.0,122.0,139.0,68.0,312.0,13.0,57.0,1
61688,4G,69.0,123.0,383.0,106.0,128.0,187.0,11.0,627.0,9.0,30.0,1
64019,3G,102.0,85.0,380.0,17.0,76.0,145.0,73.0,500.0,7.0,10.0,0
68402,4G,109.0,39.0,409.0,112.0,100.0,196.0,55.0,506.0,10.0,115.0,1
66548,3G,79.0,108.0,373.0,32.0,66.0,189.0,69.0,557.0,6.0,37.0,0
61163,3G,96.0,66.0,419.0,24.0,125.0,146.0,94.0,568.0,6.0,0.0,1
60083,4G,101.0,101.0,383.0,19.0,65.0,195.0,69.0,629.0,6.0,92.0,0
61213,3G,75.0,105.0,424.0,0.0,125.0,199.0,34.0,246.0,7.0,42.0,1
64816,4G,94.0,95.0,362.0,29.0,96.0,243.0,75.0,408.0,10.0,79.0,0
65878,3G,89.0,86.0,385.0,0.0,62.0,196.0,50.0,475.0,10.0,62.0,0
68838,2G,86.0,95.0,370.0,21.0,76.0,189.0,28.0,597.0,11.0,52.0,0
68800,3G,92.0,69.0,402.0,128.0,132.0,208.0,84.0,608.0,12.0,42.0,1
68978,4G,73.0,102.0,397.0,62.0,110.0,248.0,60.0,454.0,3.0,0.0,1
64686,3G,102.0,77.0,377.0,0.0,103.0,123.0,1.0,542.0,3.0,72.0,1
62981,3G,91.0,57.0,398.0,0.0,146.0,206.0,84.0,492.0,11.0,72.0,1
67858,2G,97.0,73.0,384.0,8.0,90.0,210.0,74.0,525.0,7.0,72.0,0
67637,3G,118.0,98.0,393.0,7.0,75.0,207.0,94.0,411.0,9.0,54.0,1
66167,4G,102.0,103.0,402.0,5.0,94.0,149.0,80.0,544.0,8.0,59.0,0
65548,3G,99.0,102.0,398.0,59.0,162.0,105.0,48.0,637.0,7.0,42.0,1
66437,4G,100.0,62.0,379.0,31.0,82.0,136.0,75.0,405.0,9.0,78.0,0
62288,3G,81.0,95.0,380.0,110.0,154.0,163.0,4.0,417.0,11.0,82.0,1
68646,3G,98.0,93.0,385.0,48.0,64.0,179.0,47.0,558.0,10.0,44.0,0
61956,2G,83.0,97.0,399.0,0.0,74.0,158.0,26.0,537.0,10.0,60.0,0
68409,2G,84.0,86.0,387.0,47.0,82.0,151.0,38.0,326.0,7.0,72.0,0
64068,2G,102.0,114.0,377.0,32.0,67.0,187.0,79.0,502.0,12.0,79.0,0
63302,2G,58.0,82.0,360.0,25.0,75.0,184.0,60.0,529.0,6.0,62.0,0
60846,4G,107.0,83.0,387.0,10.0,104.0,257.0,37.0,644.0,9.0,28.0,1
68893,4G,126.0,63.0,397.0,2.0,113.0,171.0,93.0,558.0,9.0,12.0,1
61082,4G,122.0,100.0,382.0,35.0,90.0,198.0,66.0,635.0,11.0,44.0,0
69890,4G,87.0,77.0,387.0,19.0,73.0,213.0,60.0,618.0,9.0,46.0,0
65904,4G,86.0,107.0,366.0,20.0,64.0,177.0,46.0,618.0,10.0,71.0,0
69199,3G,76.0,115.0,390.0,3.0,116.0,221.0,63.0,360.0,3.0,7.0,1
62908,4G,116.0,115.0,395.0,22.0,68.0,193.0,66.0,551.0,9.0,59.0,0
68293,2G,56.0,88.0,368.0,18.0,83.0,199.0,63.0,478.0,9.0,86.0,0
62738,2G,71.0,100.0,376.0,22.0,67.0,157.0,46.0,582.0,14.0,68.0,0
63823,2G,77.0,80.0,383.0,23.0,82.0,181.0,76.0,526.0,7.0,54.0,0
69823,4G,103.0,89.0,382.0,48.0,107.0,197.0,66.0,648.0,8.0,84.0,0
67856,3G,138.0,78.0,427.0,117.0,158.0,228.0,43.0,332.0,16.0,29.0,1
61433,3G,111.0,107.0,380.0,27.0,77.0,219.0,41.0,511.0,8.0,98.0,0
